Country,Area,Waterbody Type,Date,Ammonia (mg/l),Biochemical Oxygen Demand (mg/l),Dissolved Oxygen (mg/l),Orthophosphate (mg/l),pH (ph units),Temperature (cel),Nitrogen (mg/l),Nitrate (mg/l),CCME_Values,CCME_WQI
Canada,HU101179332,River,12-01-1988,0.2967552,2.9765,9.824,0.0696,7.79,12.0,2.0971,8.114691,92.95480568589652,Good
Canada,DK210355,Lake,12-01-1989,0.829472,2.2711,9.824,1.3344,7.79,12.0,41.7842,10.3906117,54.942662520366895,Marginal
Canada,DK130002,Lake,12-01-1990,0.420532,3.7448,9.824,0.1704,7.79,12.0,5.5756,8.6605401,88.19271838874849,Good
Canada,DK310009,Lake,12-01-1991,2.0265392,6.9557,9.824,0.1635,7.79,12.0,2.6047,10.8731547,72.7142144392535,Fair
Canada,DK210355,Lake,12-01-1992,0.3429944,2.57,9.824,0.3464,7.79,12.0,2.2813,27.0047,79.7326633587898,Fair
Canada,DK620009,Lake,12-01-1993,0.2854208,6.8653,10.62,0.1112,8.0976,7.8385,2.3557,20.93971,85.16371103147539,Good
Canada,BERW_01395,River,12-01-1994,0.1425816,2.6615,7.16,0.19,8.21192,7.1579,2.5055,23.86153,87.13086988042986,Good
Canada,BERW_01281,River,12-01-1995,0.1218448,2.55,8.18,0.1,8.13846,6.026,0.695,22.79905,91.87448244207818,Good
Canada,BERW_01395,River,12-01-1996,0.1188824,2.7961,11.684103383014412,0.0232,7.87,8.0556,0.8283,22.35635,100.0,Excellent
Canada,BERW_01395,River,12-01-1997,0.0422464,3.23,6.4077,0.0132,7.98,9.1217,0.3563,21.42668,100.0,Excellent
Canada,BERW_01281,River,12-01-1998,0.0548688,2.62,9.185,0.17,7.7525,6.3175,0.5913,20.14285,88.21454126836423,Good
Canada,DK620009,Lake,12-01-1999,0.0673624,2.37,8.9714,0.0158,7.7108,7.767,0.2827,6.4992787,100.0,Excellent
Canada,BERW_01395,River,12-01-2000,0.0297528,1.6076,8.5933,0.0134,8.1712,8.625,1.2874,6.09473944,100.0,Excellent
Canada,BERW_01281,River,12-01-2001,0.0552552,4.656,9.32,0.0193,8.0663,14.3,0.7175,9.2949292,100.0,Excellent
Canada,BERW_01395,River,12-01-2002,0.0575736,2.5629,7.6941,0.13,8.3733,9.0333,0.3385,20.01004,90.38554105450854,Good
Canada,BERW_01281,River,12-01-2003,0.0765072,0.62,9.281,0.189167,8.0336,12.3333,2.97892,18.18757691,87.17561843328915,Good
Canada,BERW_01281,River,12-01-2004,8.1867212,5.65,8.7,0.1883,8.3358,10.5833,1.2293,18.704075,62.68136088057758,Marginal
Canada,DK620009,Lake,12-01-2005,0.1272544,2.5,10.0333,0.1042,8.3,14.3273,0.111,17.7819309,91.68252644143688,Good
Canada,DK210355,Lake,12-01-2006,0.0094024,1.27083,7.1,0.1645,8.4175,14.2917,3.75417,20.26091809,88.51495324041986,Good
Canada,DK510005,Lake,12-01-2007,0.0100464,2.26733,11.18,0.0268333,19.445,14.2667,1.5275,19.81821809,91.19073501335578,Good
Canada,FISW_21,River,02-12-2007,0.014168,2.13333,9.824,0.0025,6.9418,0.35,0.0895,5.83682,100.0,Excellent
Canada,DK510005,Lake,12-01-2008,0.06998129,2.06667,11.256,0.298364,7.9667,15.92,1.31,34.83243286,81.77903694207193,Good
Canada,FISW_21,River,08-06-2008,0.00322,2.13333,9.824,0.0013,7.296,11.65,0.0118,5.83682,100.0,Excellent
Canada,FRGLJ412510,Lake,02-12-2008,0.0048944,2.13333,9.824,0.024,6.9657,0.3333,1.3467,5.83682,100.0,Excellent
Canada,NO015-378-L,Lake,12-01-2009,0.054987296,0.870833,10.6,0.0522,8.06,15.4,6.7153,8.1673723,93.19239373298382,Good
Canada,FISW_91,River,08-06-2009,0.00322,2.13333,9.824,0.001,7.1,13.8333,1.495,5.83682,100.0,Excellent
Canada,FISW_85,River,02-12-2009,0.21896,2.13333,9.824,0.024,6.8,0.1,0.37,5.83682,100.0,Excellent
Canada,FRFR05104500,River,12-01-2010,0.0483,1.425,11.42,1.1025,7.6883,6.5875,0.7279,11.25932191,62.60246663941157,Marginal
Canada,LTL34,Lake,10-04-2010,0.074704,2.203,9.824,0.007,8.153,17.15,0.305,1.3281,100.0,Excellent
Canada,IENW_36_655,Lake,08-06-2010,0.007728,2.13333,9.824,0.038,6.7,14.2,0.36,5.83682,100.0,Excellent
Canada,FISW_21,River,02-12-2010,0.0061824,2.13333,9.824,0.002,6.9585,0.4,0.0955,5.83682,100.0,Excellent
Canada,FRGR04164850,River,12-01-2011,0.4824848,1.2375,9.824,0.0652,7.4208,11.4333,0.0349,5.3048741,93.0477351925597,Good
Canada,BERW_40032,River,12-03-2018,0.519,2.0,10.8,0.131,8.26,10.39,0.4,17.496,84.69246415087233,Good
Canada,EL001200030030N500,Lake,10-04-2011,0.06010671,1.4,9.824,0.0106667,8.09333,15.3333,0.4,1.94788,100.0,Excellent
Canada,IENW_35_160,Lake,08-06-2011,0.00322,2.13333,9.824,0.001,7.3233,12.1333,0.0107,5.83682,100.0,Excellent
Canada,IT0806003000,River,12-01-2012,0.025003042,2.0,9.824,0.016307,7.9167,12.0333,0.0708,5.40032022,100.0,Excellent
Canada,BERW_04770,River,12-03-2018,0.536,2.0,10.45,0.207,7.62,10.69,0.4,30.881,81.729315817415,Good
Canada,LTL214,Lake,10-04-2012,0.06869329,1.28333,9.824,0.04,7.79,12.0,0.4,3.14317,100.0,Excellent
Canada,EELM17,River,08-06-2012,0.01288,2.13333,9.824,0.0026,6.7227,15.55,0.4,5.83682,100.0,Excellent
Canada,BERW_00360,River,09-06-2012,1.358,2.6,8.52,0.199,7.89,12.25,0.028,22.352,78.81246893431779,Fair
Canada,SKIDK021,River,10-06-2012,0.0499688,1.98,11.225,0.0462,8.161666667,11.26666667,0.4,9.3669768,100.0,Excellent
Canada,SKIDK153,River,11-06-2012,0.014381667,1.319166667,11.71333333,0.014333333,7.210833333,7.633333333,0.4,4.404600833,100.0,Excellent
Canada,SKIDK027,River,12-06-2012,0.045075,2.425,11.15,0.04,8.259166667,11.99166667,0.4,8.237421667,100.0,Excellent
Canada,SKIDK206,River,13-06-2012,0.103778333,1.02,11.54166667,0.033666667,7.883333333,8.258333333,0.4,5.2608075,100.0,Excellent
Canada,SKIDK250,River,14-06-2012,0.061385833,1.259166667,11.85833333,0.010666667,8.104166667,8.883333333,0.4,4.077025833,100.0,Excellent
Canada,SKIDK178,River,15-06-2012,0.117943333,1.97,10.80833333,0.0195,7.715833333,9.766666667,0.4,17.26575167,100.0,Excellent
Canada,SKIDK227,River,16-06-2012,0.169456667,1.688333333,9.3,0.042583333,7.861666667,11.14166667,0.4,5.644459167,100.0,Excellent
Canada,SKIDK199,River,17-06-2012,0.232239167,2.280833333,11.26666667,0.06175,8.005,9.125,0.4,10.1958825,93.10588617276753,Good
Canada,SKIDK108,River,18-06-2012,0.26615,3.283333333,10.2625,0.17,8.004166667,11.475,0.4,15.0177075,88.21454126836423,Good
Canada,SKIDK181,River,29-05-2013,0.1375825,1.519166667,10.025,0.022166667,7.344166667,9.616666667,0.4,19.8837975,100.0,Excellent
Canada,SKIDK087,River,30-05-2013,0.072975833,1.675,11.16666667,0.026166667,7.9825,6.541666667,0.4,1.696915833,100.0,Excellent
Canada,SKIDK003,River,31-05-2013,0.104205,3.115833333,10.84166667,0.092384167,8.09,11.31666667,0.4,12.45536333,92.20186995776491,Good
Canada,SKIDK211,River,01-06-2013,0.6016325,2.095833333,9.758333333,0.0755,7.796666667,12.74166667,0.4,6.302566667,86.01111651788311,Good
Canada,SKIDK043,River,02-06-2013,0.125563333,2.283333333,10.95,0.035666667,8.303333333,9.833333333,0.4,4.371400833,100.0,Excellent
Canada,SKIDK118,River,03-06-2013,0.825285,2.573333333,10.94,0.144583333,7.756666667,8.458333333,0.4,5.334218333,83.05678629773875,Good
Canada,SKIDK105,River,04-06-2013,0.080488333,2.341666667,11.34666667,0.039166667,7.990833333,11.61666667,0.4,9.9158925,100.0,Excellent
Canada,SKIDK188,River,05-06-2013,0.454496667,3.85,9.641666667,0.082333333,7.815,9.966666667,0.4,10.762505,92.58279511940188,Good
Canada,SKIDK162,River,06-06-2013,0.113651667,1.489166667,11.5625,0.113416667,7.675833333,10.4,0.4,9.838425,91.2387443056611,Good
Canada,SKIDK002,River,07-06-2013,0.155934167,2.999166667,11.21666667,0.060391667,8.063333333,10.80833333,0.4,12.51069833,93.1250315461604,Good
Canada,SKIDK008,River,08-06-2013,0.209701667,2.2475,10.75,0.098733333,8.1725,12.66666667,0.4,12.15508417,91.93088985456242,Good
Canada,FISW_31,Lake,09-06-2013,0.1,2.13333,9.4,0.001,6.7582,16.425,0.4,5.83682,100.0,Excellent
Canada,BERW_04313,River,10-06-2013,0.051,1.7,10.81,0.024,7.92,12.18,0.046,10.119,100.0,Excellent
Canada,SKIDK021,River,11-06-2013,0.0468764,1.816,10.86666667,0.0576,8.025,11.20833333,0.4,7.6494028,93.15744474484428,Good
Canada,SKIDK188,River,12-06-2013,0.1445225,2.411666667,10.025,0.0495,7.94,10.825,0.4,10.4713,100.0,Excellent
Canada,SKIDK250,River,13-06-2013,0.047321667,1.133333333,11.83333333,0.005,8.0175,9.35,0.4,4.168511667,100.0,Excellent
Canada,SKIDK199,River,14-06-2013,0.174364167,2.1975,11.26666667,0.062333333,8.006666667,8.758333333,0.4,8.920615,93.09700331545632,Good
Canada,SKIDK178,River,15-06-2013,0.155433333,2.999166667,10.14166667,0.036833333,7.699166667,12.04166667,0.4,13.03910417,100.0,Excellent
Canada,SKIDK003,River,16-06-2013,0.096478333,2.689166667,10.05,0.109983333,8.05,13.83333333,0.4,9.42305,91.4072748675506,Good
Canada,SKIDK231,River,17-06-2013,0.149445833,3.3325,9.508333333,0.03375,7.866666667,13.16666667,0.4,6.3861575,100.0,Excellent
Canada,SKIDK181,River,18-06-2013,0.1492625,1.793333333,9.85,0.024,7.315,11.025,0.4,17.49940917,100.0,Excellent
Canada,SKIDK063,River,19-06-2013,0.063318333,2.066666667,11.18333333,0.040416667,8.353333333,9.091666667,0.4,5.190349167,100.0,Excellent
Canada,SKIDK105,River,20-06-2013,0.072975833,2.958333333,10.5175,0.043333333,7.99,11.85833333,0.4,7.617675,100.0,Excellent
Canada,SKIDK211,River,21-06-2013,0.403593333,1.473333333,9.4,0.065083333,7.651666667,13.25,0.4,4.652058333,93.04991889521372,Good
Canada,SKIDK108,River,22-06-2013,0.240395833,3.941666667,10.025,0.181666667,7.951666667,12.28333333,0.4,15.33126667,87.58023014172512,Good
Canada,SKIDK002,River,23-06-2013,0.131250833,2.554166667,10.175,0.078675,8.021666667,14.45833333,0.4,9.044931667,92.70382238259134,Good
Canada,SKIDK118,River,24-06-2013,0.739858333,2.551666667,10.86166667,0.164666667,7.8125,10.09166667,0.4,4.932120833,82.60307053806773,Good
Canada,SKIDK043,River,25-06-2013,0.061170833,1.883333333,11.15,0.030666667,8.313333333,11.375,0.4,3.677881667,100.0,Excellent
Canada,SKIDK162,River,26-06-2013,0.1374775,2.893333333,10.03083333,0.1595,7.669166667,14.20833333,0.4,7.639810833,88.7883845176972,Good
Canada,SKIDK153,River,27-06-2013,0.018995833,0.9,11.15666667,0.014333333,7.3025,10.76666667,0.4,4.105795833,100.0,Excellent
Canada,SKIDK008,River,28-06-2013,0.368855833,3.785,10.00833333,0.127183333,8.0925,13.925,0.4,10.07082667,90.53405661886448,Good
Canada,FISW_657,Lake,09-06-2014,0.1,2.13333,6.48,0.0011,7.4473,19.95,0.4,5.83682,100.0,Excellent
Canada,ES080ESPFES080-JU024,River,10-06-2014,0.05,19.5,11.684103383014412,0.1,7.644,10.6,0.4,11.75,81.65339467426602,Good
Canada,ES010ESBTMS018SUB,River,11-06-2014,0.05,2.0,8.8,0.05,7.79,16.55,0.4,12.0,100.0,Excellent
Canada,IEMRRS36F010200,River,12-01-1991,0.0795984,2.72222,10.025,0.04075,5.01,12.0,2.11,0.053124,100.0,Excellent
Canada,IEMRRS24D020400,River,12-01-1992,0.066087151,2.86667,11.1077,0.00219696,4.925,12.0,0.0436087,0.022135,100.0,Excellent
Canada,IEMRRS26S010300,River,12-01-1993,1.0562888,1.63333,9.48333,0.0163,7.7358,6.7082,0.865,0.048697,91.61562362796784,Good
Canada,IEMRRS16A020600,River,12-01-1994,0.054030441,1.76591,10.4864,0.0309558,8.01,6.1117,1.68545,0.17708,100.0,Excellent
Canada,IEMRRS22G010500,River,12-01-1995,0.010798167,2.13333,7.875,0.00787415,7.97,6.1083,0.4,0.22135,100.0,Excellent
Canada,NO6247,River,12-01-1996,0.1360128,2.13333,11.684103383014412,0.061,5.09,6.8064,0.4,0.17708,93.11672543579722,Good
Canada,IEMRRS18F050500,River,12-01-1997,0.111719961,1.5375,9.1125,0.0531875,5.08,14.47,3.179,17.4087348,93.18882522292732,Good
Canada,IEMRRS18F050500,River,12-01-1998,0.031556,3.975,11.8,0.058,5.15,7.45,0.4,0.028037652,93.15338426593544,Good
Canada,CHRW-1345,River,12-01-1999,0.1375584,1.52,10.525,0.0124,8.3133,19.6667,1.24567,4.24992,100.0,Excellent
Canada,CHRW-1345,River,12-01-2000,0.121072,1.5,10.25,0.1022,8.1975,11.6583,0.636642,4.38273,91.77484170277138,Good
Canada,CHRW-1345,River,12-01-2001,0.17769892,1.54539,9.075,0.023,8.1725,11.425,12.5,13.7312259,100.0,Excellent
Canada,CHRW-1345,River,12-01-2002,0.052107328,0.558333,10.2167,0.0114,8.17,10.7583,0.636364,5.09105,100.0,Excellent
Canada,CHRW-1345,River,12-01-2003,0.12450671,0.35,9.75,0.0634,8.505,11.2417,0.545455,4.69262,86.3327498326662,Good
Canada,CHRW-1339,River,12-01-2004,0.01932,0.741667,11.566,0.0227,8.225,11.7,1.84,4.7922275,100.0,Excellent
Canada,CHRW-1339,River,12-01-2005,0.051060184,0.93,10.216,0.0127,8.3167,10.95,1.66429,5.245995,100.0,Excellent
Canada,CHRW-3627,River,12-01-2006,0.041612318,2.13333,11.6167,0.0216,8.2017,12.125,0.4,5.6776275,100.0,Excellent
Canada,CHRW-3627,River,12-01-2007,0.060858,2.13333,10.0778,0.0162,8.1225,12.975,0.450192,4.3570534,100.0,Excellent
Canada,IEMRRS09L012100,River,12-01-2008,0.18998,1.25,10.9194,0.006,8.3333,8.8083,4.38276,5.3270091,100.0,Excellent
Canada,CHRW-1345,River,12-01-2009,0.00644,1.4333,10.2167,0.02075,8.21583,12.1667,1.9382,4.109730191,100.0,Excellent
Canada,IEMRRS22F020300,River,12-01-2010,0.02787979,1.21,10.4611,0.0243333,7.56647,9.65417,0.2855,5.9490026,100.0,Excellent
Canada,IEMRRS08N010700,River,12-01-2011,0.029991982,1.47,9.77583,0.0296429,7.86667,10.6938,1.44438,3.189454285,100.0,Excellent
Canada,IEMRRS18F050030,River,08-06-2011,0.157136,6.1,8.8,0.101,7.51,13.7,1.45,6.321756,85.63772235006513,Good
Canada,CHRW-1765,River,12-01-2012,0.032957602,1.56471,11.3708,0.0766667,7.8375,10.6167,2.12138,3.390342691,92.7656862960128,Good
Canada,EL001200030020H500,River,10-04-2012,0.198153648,2.13333,9.824,0.16129,8.91667,12.0,0.4,0.402454586,83.57283016856009,Good
Canada,EL001200030050H500,River,08-06-2012,0.227876824,2.13333,9.824,0.16,8.13,12.0,0.4,1.353254214,88.76103711876227,Good
Canada,ES020ESPF004300177,Lake,09-06-2012,0.232,4.0,11.684103383014412,0.12,8.18,12.0,0.4,5.4,90.90679455747016,Good
Canada,ESCHC2129,River,10-06-2012,0.2,1.083,9.557,0.4,7.693,15.167,0.4,6.0,77.66678562421565,Fair
Canada,ES080ESBT08-142-CA002,River,11-06-2012,0.046,2.0,3.72,0.2,7.79,18.95,0.4,28.75,86.59700897114692,Good
Canada,DESM_130010,Lake,12-06-2012,0.043166667,1.7,10.42,0.019666667,7.638333333,11.29,0.4,0.1035,100.0,Excellent
Canada,CZPOH_1008,River,13-06-2012,0.11921,2.20833,10.675,0.0346,8.05,11.23333,0.4,9.00116,100.0,Excellent
Canada,CZPOD_1152,River,14-06-2012,0.40873,3.23571,10.32857,0.07093,7.60333,11.16667,0.4,9.49865,92.92281454523412,Good
Canada,CZPVL_1080,River,15-06-2012,0.20084,2.05833,10.23333,0.061,7.41667,11.25,0.4,14.05509,93.11672543579722,Good
Canada,CZPOH_1087,River,16-06-2012,0.27387,2.55,9.824,0.11496,7.79,12.0,0.4,23.79405,91.16189751035644,Good
Canada,CZPMO_1134,River,17-06-2012,0.1959,2.66667,10.03333,0.07186,7.675,11.23333,0.4,11.21456,92.89941739291145,Good
Canada,CZPOH_1028,River,18-06-2012,0.35549,3.30833,9.41667,0.09901,7.71667,12.65,0.4,19.73615,91.91863133786362,Good
Canada,CZPVL_1051,River,19-06-2012,0.13532,5.16667,10.925,0.061,7.84167,11.34167,0.4,9.38113,93.11672543579722,Good
Canada,CZPMO_YPPMA024,River,20-06-2012,0.13941,2.925,11.60833,0.0352,8.09167,12.24167,0.4,9.67256,100.0,Excellent
Canada,CZPVL_1058,River,21-06-2012,0.12995,3.95,10.375,0.061,7.4,10.45,0.4,8.47732,93.11672543579722,Good
Canada,CZPMO_1185,River,22-06-2012,0.39255,4.38333,10.16667,0.2745,8.2,10.675,0.4,17.15385,82.8697298317286,Good
Canada,CZPOD_1164,River,23-06-2012,0.46934,4.375,11.81667,0.37288,7.72417,9.29167,0.4,13.07382,78.68491793722654,Fair
Canada,CZPMO_1205,River,24-06-2012,0.05187,2.54167,10.51667,0.02552,8.10833,11.68333,0.4,17.47848,100.0,Excellent
Canada,CZPMO_1167,River,25-06-2012,0.12716,2.7,9.85833,0.06246,7.61667,10.975,0.4,11.91547,93.09502258565738,Good
Canada,CZPMO_VPPVL001,River,26-06-2012,0.18741,2.225,10.88333,0.16035,8.18333,10.30833,0.4,8.44781,88.74189392577163,Good
Canada,CZPOH_1027,River,27-06-2012,0.20943,2.21667,10.95833,0.31635,8.06667,10.66667,0.4,18.40811,80.98998985482953,Good
Canada,CZPVL_1066,River,28-06-2012,0.10096,2.90833,10.44167,0.05857,7.65,10.31667,0.4,24.93764,93.1472575959255,Good
Canada,CZPMO_1201,River,29-06-2012,0.11793,1.4,10.525,0.15954,8.1,10.25833,0.4,20.80596,88.78619673386488,Good
Canada,CZPMO_DPPDY022,River,30-06-2012,0.09505,1.65833,9.88333,0.07006,7.98333,12.31667,0.4,21.72821,92.9439392100175,Good
Canada,CZPMO_3639,River,01-07-2012,0.08109,1.925,10.875,0.04479,7.6,10.19167,0.4,10.29231,100.0,Excellent
Canada,CZPVL_105,River,02-07-2012,0.16808,2.09167,10.51667,0.06183,7.74167,11.78333,0.4,13.72308,93.104691260643,Good
Canada,CZPLA_33,River,03-07-2012,0.16432,1.88333,9.06667,0.28075,7.74583,12.86667,0.4,13.39107,82.57918522039438,Good
Canada,CZPVL_3288,River,04-07-2012,0.06229,2.14167,10.49167,0.03424,7.69167,9.93333,0.4,5.23838,100.0,Excellent
Canada,CZPMO_401,River,28-05-1996,0.19848,3.375,10.675,0.04849,8.15,13.78333,0.4,9.86439,100.0,Excellent
Canada,CZPOH_1022,River,29-05-1996,0.13425,1.8,11.325,0.03093,7.775,9.075,0.4,3.17623,100.0,Excellent
Canada,CZPVL_1044,River,30-05-1996,0.03866,1.53333,9.525,0.03275,7.74167,10.80833,0.4,11.14078,100.0,Excellent
Canada,CZPVL_1094,River,31-05-1996,0.08109,2.85,10.86364,0.061,7.93333,12.2,0.4,10.77188,93.11672543579722,Good
Canada,CZPOD_5526,River,01-06-1996,0.44034,2.93333,10.875,0.10681,7.7425,11.45,0.4,11.14078,91.55975474020433,Good
Canada,CZPMO_1181,River,02-06-1996,0.30673,2.575,9.98333,0.11143,8.03333,13.03333,0.4,19.25658,91.3366888474859,Good
Canada,CZPMO_3742,River,03-06-1996,0.1466,2.79167,10.175,0.05213,7.63333,10.6,0.4,19.51481,93.19259766084232,Good
Canada,CZPOD_1146,River,04-06-1996,0.26098,3.35833,10.64167,0.09893,7.51167,10.05833,0.4,9.47704,91.9221795707506,Good
Canada,CZPVL_1083,River,05-06-1996,0.15251,3.58333,10.075,0.061,7.44167,11.325,0.4,12.53522,93.11672543579722,Good
Canada,CZPMO_1190,River,06-06-1996,0.03329,2.81667,10.75,0.16429,8.16667,10.24167,0.4,21.32242,88.52643347855037,Good
Canada,CZPMO_3664,River,07-06-1996,0.05832,1.875,12.63333,0.07988,8.31667,10.56667,0.4,6.45575,92.66511478122295,Good
Canada,CZPVL_3312,River,08-06-1996,0.22608,2.96667,11.325,0.16687,7.575,8.94167,0.4,18.8139,88.38543365899085,Good
Canada,CZPVL_1062,River,09-06-1996,0.14338,3.74167,12.04167,0.07053,8.21667,10.78333,0.4,22.35534,92.93261950177232,Good
Canada,CZPVL_3114,River,10-06-1996,0.10579,3.8,10.3,0.061,7.775,10.33333,0.4,20.6584,93.11672543579722,Good
Canada,CZPVL_4005,River,11-06-1996,0.15251,2.98333,10.29167,0.061,7.5,10.89167,0.4,7.62147,93.11672543579722,Good
Canada,CZPLA_24,River,12-06-1996,0.24809,1.53333,11.9,0.061,7.75455,8.73333,0.4,16.89562,93.11672543579722,Good
Canada,CZPMO_3670,River,13-06-1996,0.11245,2.1,11.71667,0.061,8.11667,12.75833,0.4,9.16717,93.11672543579722,Good
Canada,CZPVL_3923,River,14-06-1996,0.05263,2.18333,11.05,0.061,7.56667,9.19167,0.4,5.14984,93.11672543579722,Good
Canada,CZPOH_1036,River,15-06-1996,0.058,2.18333,12.00833,0.02226,7.53333,9.33333,0.4,7.378,100.0,Excellent
Canada,CZPLA_44,River,16-06-1996,0.22124,2.13333,9.25,0.061,7.84167,11.71667,0.4,19.44103,93.11672543579722,Good
Canada,CZPVL_1072,River,17-06-1996,0.08055,1.56667,10.225,0.061,7.4,10.95,0.4,12.02614,93.11672543579722,Good
Canada,CZPOH_1019,River,18-06-1996,0.36409,3.30833,10.58333,0.0483,7.51667,9.875,0.4,14.12887,100.0,Excellent
Canada,CZPOD_1165,River,19-06-1996,0.10096,1.95,11.48333,0.12774,7.76167,10.59167,0.4,10.24804,90.50479835512309,Good
Canada,CZPMO_1168,River,20-06-1996,0.59596,3.60833,10.19167,0.17013,7.98333,12.29167,0.4,15.23557,82.95455943134024,Good
Canada,CZPOH_1032,River,21-06-1996,0.17721,2.26667,11.03333,0.04794,7.825,9.7,0.4,9.84963,100.0,Excellent
Canada,CZPMO_1202,River,22-06-1996,0.13704,3.06667,10.93333,0.07251,7.91667,9.78333,0.4,21.50687,92.88257290712184,Good
Canada,CZPVL_1092,River,23-06-1996,0.04672,2.25833,10.95833,0.061,7.85,9.725,0.4,11.10389,93.11672543579722,Good
Canada,CZPOH_1101,River,24-06-1996,0.09738,1.71111,9.824,0.0437,7.79,12.0,0.4,15.83811,100.0,Excellent
Canada,ES010ESBTMS016SUB,River,25-06-1996,0.05,1.5,4.26,0.05,7.79,20.6,0.4,0.1,100.0,Excellent
Canada,DESM_130010,Lake,26-06-1996,0.01,1.5,10.44,0.002,8.525,11.99,0.032052632,0.01,93.19564752073012,Good
Canada,CZPOH_1008,River,27-06-1996,0.1,2.925,11.4,0.061,8.35,10.85,0.4,5.83682,93.11672543579722,Good
Canada,CZPVL_4004,River,28-06-1996,0.22017,5.5,10.625,0.061,8.01667,11.05833,0.4,13.21215,93.11672543579722,Good
Canada,CZPVL_1058,River,29-06-1996,0.17291,3.55833,10.18333,0.061,7.475,10.24167,0.4,8.61013,93.11672543579722,Good
Canada,CZPMO_1175,River,30-06-1996,0.48491,4.38333,12.275,0.13752,8.26667,12.325,0.4,11.86014,89.98410187704134,Good
Canada,CZPLA_246,River,01-07-1996,0.07572,2.11667,9.18333,0.06482,7.79167,11.875,0.4,13.09595,93.0547929350422,Good
Canada,CZPVL_1083,River,02-07-1996,0.09075,2.475,9.85,0.061,7.75,11.525,0.4,11.76791,93.11672543579722,Good
Canada,CZPOD_1163,River,03-07-1996,0.31253,3.55833,10.475,0.07909,7.6875,11.14167,0.4,11.39901,92.69062338821698,Good
Canada,CZPMO_1201,River,04-07-1996,0.15874,2.11667,10.59167,0.15521,7.96667,9.64167,0.4,16.41605,89.02297136806628,Good
Canada,CZPOD_1152,River,05-07-1996,0.40597,2.70833,10.225,0.05571,7.78083,10.66667,0.4,7.82806,93.17392830940967,Good
Canada,CZPOH_1087,River,06-07-1996,0.37375,2.65,10.05,0.14676,7.95,12.7,0.4,21.0273,89.48396678998692,Good
Canada,CZPOH_1093,River,07-07-1996,0.3512,3.8625,9.9875,0.061,7.9625,12.1375,0.4,21.69132,93.11672543579722,Good
Canada,CZPOH_1028,River,08-07-1996,0.40597,2.99167,9.36667,0.061,7.98333,12.65,0.4,20.17883,93.11672543579722,Good
Canada,CZPMO_1205,River,09-07-1996,0.08603,2.84167,10.79167,0.03446,8.16667,10.89167,0.4,13.20293,100.0,Excellent
Canada,CZPMO_YPPMA024,River,10-07-1996,0.15648,2.75833,12.69167,0.01459,8.18333,11.83333,0.4,9.48442,100.0,Excellent
Canada,CZPOD_1161,River,11-07-1996,0.35764,2.99167,10.55833,0.07365,7.63333,9.40833,0.4,12.58687,92.8520726822115,Good
Canada,CZPVL_6900,River,12-07-1996,0.19828,3.13846,10.42308,0.03512,7.62308,9.61538,0.4,26.28838,100.0,Excellent
Canada,CZPOH_1038,River,13-07-1996,0.27781,2.65556,9.824,0.26417,7.79,12.0,0.4,19.72385,83.3576109319363,Good
Canada,CZPMO_DPPDY022,River,14-07-1996,0.1568,2.06667,9.6,0.0614,8.04167,11.64167,0.4,17.3383,93.11102633731788,Good
Canada,CZPVL_1092,River,15-07-1996,0.06498,1.42917,10.85833,0.061,7.775,9.63333,0.4,9.84963,93.11672543579722,Good
Canada,CZPLA_5,River,16-07-1996,0.34368,2.51667,10.95833,0.02935,8.09091,8.69167,0.4,14.82978,100.0,Excellent
Canada,CZPMO_401,River,17-07-1996,0.18505,2.59167,10.91667,0.02919,8.10833,12.05833,0.4,9.57296,100.0,Excellent
Canada,CZPVL_3449,River,18-07-1996,0.36946,4.275,10.69167,0.20193,8.125,10.19167,0.4,17.30141,86.4947333206876,Good
Canada,CZPVL_1042,River,19-07-1996,0.27065,2.9,10.35833,0.061,7.38333,10.45,0.4,4.29031,93.11672543579722,Good
Canada,CZPVL_1094,River,20-07-1996,0.15519,2.425,10.46667,0.061,7.63333,11.00833,0.4,9.91603,93.11672543579722,Good
Canada,CZPOH_1023,River,21-07-1996,0.06229,2.19167,11.31667,0.10654,8.04167,11.075,0.4,4.05421,91.57257019175373,Good
Canada,CZPMO_1167,River,22-07-1996,0.11717,2.80833,10.65833,0.03905,7.56667,10.18333,0.4,10.95633,100.0,Excellent
Canada,CZPOD_5535,River,23-07-1996,0.16217,2.06667,11.125,0.04321,7.59583,9.28333,0.4,9.9271,100.0,Excellent
Canada,CZPMO_3742,River,24-07-1996,0.30942,3.21667,10.125,0.02666,7.70833,10.44167,0.4,12.1737,100.0,Excellent
Canada,CZPMO_1181,River,25-07-1996,0.2613,2.30833,10.51667,0.08254,8.03333,11.99167,0.4,14.49777,92.57565242343377,Good
Canada,CZPVL_4005,River,26-07-1996,0.1466,3.10833,11.15833,0.17557,7.43333,9.54167,0.4,14.97734,87.91108125728744,Good
